,,New Patient:LElbAnglesXZY,,,New Patient:LShoAnglesXZY,,,New Patient:LShoAnglesYZY,,,New Patient:LWristAnglesXZY,,,New Patient:RElbAnglesXZY,,,New Patient:RShoAnglesXZY,,,New Patient:RShoAnglesYZY,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,RSHOX,RSHOY,RSHOZ,X,Y,Z
1733,0,40.0711,1.38E-10,-137.245,59.6822,-15.3143,-3.52035,-252.4,60.8649,257.7,-20.4705,0.816539,0.859659,52.5803,5.16E-11,111.134,14.311,22.0428,35.5339,31.4038,26.0853,1.32882
1734,0,40.061,1.38E-10,-137.242,59.5744,-15.3165,-3.49658,-252.379,60.7624,257.685,-20.5151,0.827397,0.864817,52.5461,5.14E-11,111.126,14.2738,22.0381,35.5072,31.3448,26.062,1.36901
1735,0,40.0484,1.38E-10,-137.237,59.4669,-15.3171,-3.47184,-252.36,60.6601,257.672,-20.5605,0.8323,0.871153,52.5103,5.12E-11,111.133,14.2368,22.0332,35.4834,31.2864,26.0387,1.41153
1736,0,40.0337,1.38E-10,-137.228,59.3594,-15.3168,-3.4472,-252.342,60.5576,257.66,-20.6044,0.830342,0.878118,52.4732,5.09E-11,111.15,14.1997,22.0278,35.4625,31.2283,26.0151,1.4568
1737,0,40.0179,1.38E-10,-137.212,59.2514,-15.3164,-3.42426,-252.324,60.4547,257.645,-20.645,0.821294,0.885185,52.4351,5.07E-11,111.174,14.1619,22.0216,35.4438,31.17,25.9903,1.50469
1738,0,40.0021,1.38E-10,-137.188,59.1423,-15.3165,-3.40467,-252.305,60.3507,257.627,-20.6812,0.805225,0.891754,52.3964,5.04E-11,111.2,14.1228,22.014,35.4259,31.1109,25.9637,1.55461
1739,0,39.9872,1.38E-10,-137.155,59.0317,-15.318,-3.39011,-252.284,60.2455,257.602,-20.7126,0.783292,0.897404,52.3572,5.01E-11,111.226,14.0814,22.0044,35.4071,31.0504,25.9345,1.60563
1740,0,39.9742,1.38E-10,-137.112,58.9189,-15.3212,-3.3818,-252.261,60.1386,257.568,-20.7392,0.757477,0.901788,52.3177,4.98E-11,111.251,14.0373,21.9924,35.3854,30.9879,25.9018,1.65677
1741,0,39.9641,1.37E-10,-137.058,58.8036,-15.3265,-3.38026,-252.235,60.0296,257.526,-20.7622,0.730388,0.904542,52.2781,4.95E-11,111.274,13.99,21.9777,35.3597,30.9229,25.8652,1.70718
1742,0,39.9576,1.37E-10,-136.995,58.6853,-15.3338,-3.38497,-252.206,59.9182,257.476,-20.7822,0.705236,0.905602,52.2387,4.92E-11,111.294,13.9393,21.9603,35.3291,30.8551,25.8247,1.75662
1743,0,39.9554,1.37E-10,-136.924,58.5637,-15.3425,-3.39434,-252.174,59.8038,257.418,-20.8002,0.684947,0.904889,52.1997,4.90E-11,111.312,13.8852,21.9404,35.2939,30.7844,25.7803,1.80522
1744,0,39.9579,1.36E-10,-136.847,58.4385,-15.3521,-3.40568,-252.141,59.6861,257.357,-20.8174,0.671786,0.902565,52.1616,4.87E-11,111.327,13.8282,21.9182,35.2551,30.7109,25.7327,1.85397
1745,0,39.9653,1.36E-10,-136.768,58.3091,-15.3614,-3.41568,-252.107,59.5645,257.296,-20.8337,0.667628,0.898765,52.125,4.85E-11,111.338,13.7687,21.8944,35.2145,30.6348,25.6824,1.90412
1746,0,39.9776,1.35E-10,-136.689,58.1753,-15.3695,-3.42077,-252.073,59.4385,257.238,-20.8494,0.672826,0.893796,52.0903,4.83E-11,111.345,13.7073,21.8696,35.1742,30.5563,25.6305,1.95741
1747,0,39.9944,1.35E-10,-136.615,58.0371,-15.3753,-3.41781,-252.041,59.3079,257.188,-20.8642,0.686861,0.887933,52.0583,4.81E-11,111.347,13.6448,21.8443,35.1361,30.4758,25.5776,2.01514
1748,0,40.0152,1.34E-10,-136.546,57.8942,-15.378,-3.40457,-252.012,59.1725,257.149,-20.8783,0.7086,0.881486,52.0296,4.80E-11,111.343,13.5816,21.8192,35.1017,30.3937,25.5246,2.07841
1749,0,40.039,1.34E-10,-136.485,57.7471,-15.3771,-3.38021,-251.986,59.0324,257.121,-20.8916,0.736114,0.874664,52.0045,4.79E-11,111.335,13.5183,21.7946,35.0718,30.3102,25.4719,2.14736
1750,0,40.0649,1.33E-10,-136.432,57.5963,-15.3726,-3.34528,-251.963,58.8882,257.104,-20.904,0.7671,0.867792,51.9835,4.78E-11,111.323,13.4552,21.7707,35.0461,30.2258,25.42,2.22126
1751,0,40.0916,1.33E-10,-136.385,57.4425,-15.3647,-3.30164,-251.943,58.7408,257.096,-20.9155,0.799577,0.860846,51.9665,4.78E-11,111.307,13.3926,21.7476,35.0237,30.1411,25.3691,2.29857
1752,0,40.1181,1.33E-10,-136.343,57.2867,-15.3544,-3.25231,-251.926,58.5909,257.095,-20.9264,0.831444,0.853857,51.9534,4.78E-11,111.291,13.3308,21.725,35.0031,30.0566,25.3191,2.37718
1753,0,40.143,1.32E-10,-136.303,57.1297,-15.3427,-3.20066,-251.909,58.4396,257.097,-20.9365,0.86106,0.846692,51.944,4.78E-11,111.273,13.2699,21.7028,34.9822,29.973,25.27,2.45456
1754,0,40.1656,1.32E-10,-136.262,56.9723,-15.3308,-3.15035,-251.893,58.288,257.097,-20.9461,0.887161,0.839253,51.9376,4.78E-11,111.256,13.21,21.6808,34.9596,29.8907,25.2215,2.52845
1755,0,40.185,1.32E-10,-136.217,56.815,-15.3201,-3.10447,-251.875,58.1368,257.092,-20.9547,0.909022,0.831186,51.9335,4.79E-11,111.239,13.1512,21.6586,34.9337,29.8103,25.1735,2.59707
1756,0,40.201,1.31E-10,-136.165,56.6583,-15.3119,-3.06539,-251.854,57.9864,257.078,-20.9623,0.925937,0.822285,51.9312,4.79E-11,111.221,13.0935,21.636,34.904,29.7319,25.1257,2.65955
1757,0,40.213,1.31E-10,-136.105,56.502,-15.307,-3.03429,-251.829,57.8371,257.055,-20.9688,0.937713,0.812432,51.9299,4.80E-11,111.203,13.0367,21.6128,34.8705,29.6558,25.078,2.71593
1758,0,40.2211,1.30E-10,-136.037,56.3461,-15.306,-3.01106,-251.8,57.6888,257.021,-20.974,0.943816,0.80154,51.9293,4.81E-11,111.184,12.9809,21.5891,34.8339,29.5816,25.0303,2.76711
1759,0,40.2252,1.30E-10,-135.96,56.1902,-15.3087,-2.99426,-251.766,57.5412,256.979,-20.9787,0.943986,0.789832,51.929,4.81E-11,111.163,12.9257,21.565,34.7956,29.5091,24.9826,2.81477
1760,0,40.2255,1.29E-10,-135.877,56.034,-15.3147,-2.98117,-251.728,57.3938,256.93,-20.983,0.937654,0.777671,51.9289,4.82E-11,111.141,12.8712,21.5406,34.7572,29.4377,24.9351,2.86118
1761,0,40.2223,1.29E-10,-135.791,55.8769,-15.3228,-2.96836,-251.686,57.2461,256.879,-20.9878,0.924928,0.765494,51.9289,4.83E-11,111.122,12.8174,21.5162,34.7207,29.3671,24.888,2.90838
1762,0,40.216,1.28E-10,-135.707,55.7186,-15.3318,-2.95194,-251.644,57.0974,256.831,-20.994,0.905951,0.753916,51.9289,4.84E-11,111.106,12.7643,21.4924,34.6879,29.2973,24.8417,2.95846
1763,0,40.2073,1.28E-10,-135.627,55.5587,-15.3403,-2.92843,-251.601,56.9472,256.789,-21.0031,0.881964,0.743515,51.9289,4.84E-11,111.099,12.7124,21.4694,34.6606,29.2281,24.7968,3.01294
1764,0,40.197,1.28E-10,-135.555,55.3971,-15.3473,-2.8951,-251.56,56.7951,256.757,-21.0158,0.855413,0.734612,51.9284,4.83E-11,111.103,12.6621,21.4477,34.6403,29.1601,24.7537,3.07274
1765,0,40.1861,1.27E-10,-135.494,55.2334,-15.352,-2.85052,-251.52,56.6407,256.736,-21.0336,0.829251,0.727405,51.927,4.83E-11,111.121,12.6138,21.4274,34.6278,29.0939,24.713,3.13811
1766,0,40.1758,1.27E-10,-135.443,55.0675,-15.354,-2.79469,-251.483,56.4838,256.728,-21.057,0.807563,0.721783,51.9239,4.82E-11,111.156,12.5681,21.4088,34.6238,29.0301,24.6749,3.20869
1767,0,40.167,1.27E-10,-135.402,54.8995,-15.3535,-2.72895,-251.448,56.3243,256.729,-21.0856,0.794253,0.717443,51.9181,4.80E-11,111.207,12.5252,21.3918,34.6278,28.9696,24.6395,3.28332
1768,0,40.1606,1.27E-10,-135.371,54.7292,-15.3508,-2.65544,-251.415,56.1624,256.74,-21.1188,0.79283,0.713786,51.9087,4.76E-11,111.274,12.4851,21.3761,34.6389,28.9127,24.6068,3.36069
1769,0,40.1571,1.27E-10,-135.345,54.5567,-15.3464,-2.57694,-251.383,55.9982,256.755,-21.1551,0.805451,0.71038,51.8947,4.72E-11,111.354,12.4477,21.3613,34.6552,28.8597,24.576,3.43886
1770,0,40.1567,1.26E-10,-135.325,54.3823,-15.3405,-2.496,-251.352,55.8318,256.772,-21.1919,0.832564,0.706729,51.8756,4.68E-11,111.443,12.4124,21.3468,34.6742,28.8099,24.5466,3.51599
1771,0,40.1589,1.26E-10,-135.307,54.2061,-15.3334,-2.41487,-251.322,55.6636,256.79,-21.2266,0.872839,0.7026,51.851,4.63E-11,111.538,12.3781,21.3321,34.6927,28.7625,24.5175,3.59017
1772,0,40.1634,1.26E-10,-135.29,54.0284,-15.3252,-2.33513,-251.293,55.4937,256.806,-21.2566,0.923219,0.698031,51.8209,4.58E-11,111.633,12.3437,21.3164,34.7075,28.7159,24.4875,3.65985
1773,0,40.1694,1.26E-10,-135.274,53.8494,-15.3158,-2.2577,-251.265,55.3223,256.82,-21.2791,0.979375,0.693236,51.7859,4.52E-11,111.725,12.308,21.2992,34.7153,28.6684,24.4557,3.72383
1774,0,40.1762,1.26E-10,-135.258,53.6692,-15.3052,-2.18314,-251.237,55.1497,256.831,-21.2925,1.03684,0.688537,51.7467,4.47E-11,111.814,12.2698,21.2802,34.7133,28.6181,24.4211,3.78154
1775,0,40.1833,1.26E-10,-135.24,53.488,-15.2935,-2.11162,-251.211,54.9759,256.84,-21.2965,1.09117,0.684362,51.7044,4.42E-11,111.898,12.228,21.2593,34.6997,28.5632,24.3831,3.83304
1776,0,40.1904,1.26E-10,-135.221,53.3058,-15.281,-2.04336,-251.184,54.801,256.845,-21.2916,1.13894,0.681077,51.6599,4.36E-11,111.978,12.1821,21.2365,34.6737,28.5025,24.3416,3.87902
1777,0,40.1974,1.25E-10,-135.199,53.1226,-15.2682,-1.97863,-251.158,54.6252,256.846,-21.2787,1.17807,0.678867,51.6143,4.31E-11,112.055,12.1319,21.2122,34.636,28.4351,24.2968,3.92085
1778,0,40.2043,1.25E-10,-135.171,52.9385,-15.256,-1.91797,-251.13,54.4486,256.842,-21.2607,1.20757,0.677713,51.5683,4.26E-11,112.131,12.0779,21.187,34.5884,28.3611,24.2495,3.96031
1779,0,40.2111,1.25E-10,-135.137,52.7536,-15.2452,-1.86196,-251.1,54.2715,256.832,-21.2395,1.22791,0.677471,51.5225,4.20E-11,112.206,12.0209,21.1616,34.534,28.2811,24.2005,3.99953
1780,0,40.218,1.25E-10,-135.095,52.568,-15.2367,-1.81125,-251.067,54.0943,256.815,-21.2183,1.24001,0.677848,51.4774,4.15E-11,112.281,11.962,21.1367,34.4767,28.1963,24.1512,4.0408
1781,0,40.225,1.24E-10,-135.045,52.382,-15.2313,-1.7662,-251.03,53.9173,256.789,-21.1991,1.24552,0.67846,51.4334,4.10E-11,112.354,11.9025,21.1132,34.4204,28.1082,24.1029,4.08622
1782,0,40.2318,1.24E-10,-134.986,52.1959,-15.2296,-1.72712,-250.988,53.7409,256.754,-21.1846,1.24589,0.679124,51.3907,4.05E-11,112.422,11.8439,21.0919,34.3689,28.0187,24.0569,4.13759
1783,0,40.238,1.24E-10,-134.921,52.01,-15.2319,-1.69374,-250.94,53.5657,256.711,-21.1771,1.24282,0.679612,51.35,4.01E-11,112.482,11.7871,21.0734,34.3254,27.9291,24.0143,4.19638
1784,0,40.2432,1.23E-10,-134.85,51.8249,-15.2382,-1.66548,-250.888,53.3921,256.659,-21.1781,1.2376,0.679884,51.3116,3.97E-11,112.531,11.7329,21.0581,34.2919,27.8405,23.9757,4.26333
1785,0,40.2467,1.23E-10,-134.777,51.6412,-15.248,-1.64138,-250.831,53.2204,256.601,-21.1897,1.23135,0.680045,51.2763,3.94E-11,112.567,11.6817,21.0461,34.2693,27.7533,23.9414,4.33875
1786,0,40.2478,1.22E-10,-134.704,51.4593,-15.2605,-1.62022,-250.771,53.0512,256.538,-21.2132,1.22485,0.680473,51.2447,3.91E-11,112.586,11.6335,21.0374,34.2572,27.6679,23.9114,4.42201
1787,0,40.2459,1.22E-10,-134.635,51.2796,-15.2747,-1.60049,-250.709,52.8845,256.473,-21.2498,1.21879,0.681399,51.2172,3.90E-11,112.59,11.5879,21.0315,34.2541,27.5837,23.8852,4.51222
1788,0,40.2406,1.22E-10,-134.571,51.1026,-15.2893,-1.58081,-250.646,52.7205,256.408,-21.3,1.2135,0.683261,51.1938,3.89E-11,112.578,11.5443,21.0281,34.2579,27.5007,23.8621,4.60766
1789,0,40.2318,1.21E-10,-134.515,50.9285,-15.3026,-1.5596,-250.586,52.5591,256.347,-21.3631,1.20886,0.686475,51.1746,3.89E-11,112.554,11.5022,21.0265,34.2661,27.4182,23.8412,4.70643
1790,0,40.2197,1.21E-10,-134.468,50.7571,-15.3136,-1.53553,-250.528,52.3997,256.291,-21.4374,1.2046,0.691222,51.1587,3.90E-11,112.521,11.461,21.0258,34.2762,27.3362,23.8217,4.80626
1791,0,40.2051,1.21E-10,-134.429,50.5882,-15.3208,-1.5074,-250.476,52.2421,256.242,-21.5201,1.19993,0.697694,51.1453,3.90E-11,112.483,11.4203,21.0253,34.2857,27.2549,23.8026,4.9048
1792,0,40.189,1.21E-10,-134.397,50.4214,-15.3235,-1.47419,-250.429,52.0854,256.203,-21.6072,1.19401,0.705926,51.1333,3.91E-11,112.443,11.38,21.0241,34.2929,27.175,23.7831,4.99957
1793,0,40.1728,1.21E-10,-134.372,50.2558,-15.3211,-1.43518,-250.389,51.9289,256.173,-21.6942,1.18526,0.715695,51.1212,3.92E-11,112.406,11.34,21.0214,34.2963,27.0975,23.7625,5.08825
1794,0,40.1578,1.21E-10,-134.35,50.0907,-15.3137,-1.38986,-250.354,51.7718,256.154,-21.7759,1.17247,0.72678,51.1079,3.93E-11,112.374,11.3004,21.0164,34.2949,27.0234,23.7402,5.16884
1795,0,40.1457,1.21E-10,-134.332,49.9251,-15.3017,-1.33834,-250.325,51.6133,256.143,-21.8474,1.15442,0.738748,51.0924,3.93E-11,112.35,11.2614,21.0085,34.2884,26.9539,23.7155,5.23989
1796,0,40.1374,1.21E-10,-134.314,49.7584,-15.2857,-1.28103,-250.301,51.4529,256.141,-21.9045,1.12985,0.751011,51.0739,3.93E-11,112.336,11.2231,20.997,34.2765,26.8898,23.6882,5.30049
1797,0,40.1337,1.21E-10,-134.295,49.5898,-15.2668,-1.21885,-250.279,51.29,256.146,-21.9441,1.09814,0.763082,51.0521,3.91E-11,112.332,11.1853,20.9818,34.2595,26.8313,23.6577,5.3506
1798,0,40.135,1.20E-10,-134.275,49.4188,-15.2462,-1.15324,-250.258,51.1246,256.153,-21.9644,1.05885,0.774325,51.0271,3.90E-11,112.339,11.1479,20.9626,34.2379,26.7783,23.6241,5.39088
1799,0,40.1411,1.20E-10,-134.252,49.2451,-15.2249,-1.08581,-250.238,50.9564,256.162,-21.9647,1.01201,0.784293,50.9992,3.88E-11,112.354,11.1106,20.9396,34.212,26.7297,23.5871,5.42292
1800,0,40.1514,1.20E-10,-134.227,49.0684,-15.204,-1.01842,-250.215,50.7855,256.169,-21.9465,0.958118,0.792646,50.9691,3.86E-11,112.377,11.0729,20.9132,34.1826,26.6841,23.5471,5.44884
1801,0,40.1654,1.20E-10,-134.199,48.8883,-15.1843,-0.952751,-250.19,50.6116,256.171,-21.9116,0.898362,0.799091,50.9377,3.83E-11,112.403,11.034,20.8843,34.1503,26.639,23.5042,5.47169
1802,0,40.1824,1.20E-10,-134.168,48.7045,-15.1666,-0.890216,-250.161,50.4348,256.167,-21.8632,0.83427,0.803629,50.906,3.80E-11,112.429,10.9933,20.8537,34.1158,26.5922,23.4591,5.49463
1803,0,40.2017,1.19E-10,-134.134,48.5167,-15.1513,-0.83184,-250.128,50.2547,256.155,-21.8047,0.768089,0.80622,50.8755,3.78E-11,112.452,10.9502,20.8225,34.0798,26.5408,23.4125,5.52107
1804,0,40.2227,1.19E-10,-134.096,48.3245,-15.1384,-0.778252,-250.089,50.071,256.134,-21.7406,0.702425,0.807163,50.8474,3.76E-11,112.468,10.9041,20.7921,34.043,26.4821,23.3652,5.55453
1805,0,40.2449,1.19E-10,-134.056,48.1276,-15.1281,-0.729644,-250.046,49.8836,256.104,-21.6747,0.640009,0.806577,50.8232,3.74E-11,112.473,10.8545,20.7634,34.006,26.4134,23.3179,5.59821
1806,0,40.2679,1.18E-10,-134.013,47.9261,-15.1201,-0.686208,-249.998,49.6924,256.064,-21.6106,0.584082,0.804635,50.8044,3.74E-11,112.466,10.801,20.7377,33.9697,26.3332,23.2715,5.65454
1807,0,40.2908,1.18E-10,-133.967,47.7204,-15.1141,-0.647871,-249.946,49.4978,256.014,-21.5517,0.53708,0.801605,50.7922,3.74E-11,112.446,10.7437,20.7155,33.9345,26.2403,23.2266,5.72504
1808,0,40.3128,1.18E-10,-133.92,47.5112,-15.1099,-0.614593,-249.89,49.3003,255.956,-21.5002,0.501301,0.797608,50.7874,3.75E-11,112.416,10.6829,20.6971,33.9012,26.1349,23.1835,5.81014
1809,0,40.3328,1.17E-10,-133.872,47.2996,-15.1072,-0.58657,-249.83,49.1011,255.891,-21.4573,0.478112,0.79285,50.7902,3.77E-11,112.376,10.6191,20.6825,33.8705,26.0184,23.1426,5.90899
1810,0,40.3497,1.17E-10,-133.825,47.0871,-15.1058,-0.563821,-249.768,48.9012,255.817,-21.424,0.467795,0.787518,50.8003,3.79E-11,112.332,10.5533,20.671,33.8429,25.8935,23.1037,6.01946
1811,0,40.3622,1.17E-10,-133.779,46.8751,-15.1057,-0.546484,-249.704,48.7023,255.737,-21.3992,0.469916,0.781646,50.8165,3.81E-11,112.288,10.4867,20.6618,33.8192,25.7638,23.0664,6.13858
1812,0,40.3694,1.16E-10,-133.735,46.6652,-15.1069,-0.534468,-249.638,48.5058,255.651,-21.3817,0.483332,0.77557,50.837,3.84E-11,112.249,10.4207,20.6535,33.8002,25.6338,23.0305,6.26255
1813,0,40.3706,1.16E-10,-133.695,46.4587,-15.1096,-0.527512,-249.571,48.313,255.559,-21.3698,0.506142,0.769231,50.8596,3.86E-11,112.219,10.3567,20.645,33.7868,25.508,22.9953,6.3875
1814,0,40.3654,1.16E-10,-133.658,46.2567,-15.1141,-0.525077,-249.502,48.1248,255.463,-21.3615,0.536383,0.762806,50.8822,3.88E-11,112.2,10.2961,20.6351,33.7799,25.3906,22.9605,6.51002
1815,0,40.354,1.16E-10,-133.623,46.0597,-15.1208,-0.526214,-249.431,47.9419,255.363,-21.3543,0.571696,0.756166,50.9027,3.89E-11,112.195,10.2399,20.6229,33.7801,25.2851,22.9256,6.6272
1816,0,40.3369,1.16E-10,-133.59,45.868,-15.1299,-0.52964,-249.358,47.7647,255.261,-21.3465,0.609837,0.749428,50.9194,3.90E-11,112.203,10.1889,20.6078,33.788,25.1935,22.8904,6.73741
1817,0,40.315,1.16E-10,-133.556,45.6813,-15.1415,-0.533554,-249.283,47.5928,255.157,-21.3361,0.648627,0.742492,50.9316,3.90E-11,112.224,10.143,20.5896,33.8033,25.1162,22.8547,6.84011
1818,0,40.2895,1.15E-10,-133.522,45.499,-15.1558,-0.536065,-249.205,47.4259,255.055,-21.3213,0.686164,0.735221,50.9392,3.89E-11,112.253,10.1019,20.5686,33.8257,25.0522,22.8185,6.93588
1819,0,40.2621,1.15E-10,-133.484,45.3205,-15.1726,-0.535114,-249.124,47.2633,254.954,-21.3007,0.720797,0.727738,50.943,3.88E-11,112.288,10.0646,20.5453,33.8537,24.999,22.782,7.02605
1820,0,40.2344,1.15E-10,-133.441,45.1447,-15.1916,-0.528731,-249.041,47.1039,254.858,-21.2735,0.75116,0.719932,50.944,3.86E-11,112.327,10.0299,20.5204,33.8855,24.9531,22.7451,7.11237
1821,0,40.2085,1.15E-10,-133.393,44.9707,-15.2128,-0.515329,-248.955,46.9468,254.767,-21.2387,0.776239,0.711836,50.9437,3.85E-11,112.366,9.99641,20.4947,33.9189,24.9105,22.708,7.1967
1822,0,40.1866,1.15E-10,-133.339,44.7973,-15.2357,-0.493854,-248.866,46.7909,254.682,-21.1962,0.795908,0.703352,50.9434,3.83E-11,112.404,9.96275,20.4688,33.9513,24.8677,22.6707,7.28042
1823,0,40.1708,1.15E-10,-133.279,44.6236,-15.2603,-0.463926,-248.774,46.6352,254.604,-21.1461,0.810368,0.694518,50.944,3.82E-11,112.44,9.92783,20.4433,33.9803,24.8215,22.6332,7.36427
1824,0,40.1629,1.14E-10,-133.213,44.4485,-15.2862,-0.42581,-248.68,46.4788,254.531,-21.0899,0.820361,0.685091,50.9458,3.80E-11,112.473,9.89077,20.4184,34.0038,24.7696,22.5955,7.44858
1825,0,40.1644,1.14E-10,-133.141,44.2715,-15.3134,-0.380373,-248.582,46.321,254.462,-21.0287,0.827082,0.674952,50.9488,3.80E-11,112.504,9.85123,20.3944,34.0202,24.7112,22.5574,7.5327
1826,0,40.1762,1.13E-10,-133.065,44.0923,-15.3416,-0.32885,-248.481,46.1616,254.397,-20.9647,0.83167,0.664081,50.9524,3.78E-11,112.534,9.80914,20.3713,34.0285,24.6459,22.5191,7.61601
1827,0,40.1981,1.13E-10,-132.986,43.9108,-15.3701,-0.272457,-248.379,46.0004,254.334,-20.9004,0.8349,0.652472,50.956,3.78E-11,112.563,9.7647,20.3491,34.0287,24.5742,22.4807,7.69791
1828,0,40.2289,1.12E-10,-132.905,43.7278,-15.3983,-0.212506,-248.276,45.8378,254.273,-20.8381,0.837558,0.640362,50.9587,3.76E-11,112.591,9.7183,20.3279,34.0211,24.4967,22.4424,7.77806
1829,0,40.2662,1.12E-10,-132.826,43.5444,-15.425,-0.149949,-248.174,45.6747,254.216,-20.7803,0.839271,0.628154,50.9602,3.75E-11,112.616,9.67032,20.3078,34.0068,24.414,22.4046,7.85686
1830,0,40.3068,1.11E-10,-132.752,43.3623,-15.4491,-0.0854647,-248.075,45.5122,254.163,-20.7282,0.839388,0.61659,50.9603,3.75E-11,112.638,9.62105,20.2893,33.9874,24.3265,22.3676,7.93545
1831,0,40.3469,1.10E-10,-132.686,43.1833,-15.4692,-0.019547,-247.982,45.3517,254.116,-20.6828,0.836795,0.606376,50.9591,3.74E-11,112.655,9.57074,20.2727,33.9646,24.234,22.332,8.01563
1832,0,40.3825,1.10E-10,-132.631,43.0095,-15.484,0.0474962,-247.897,45.1946,254.077,-20.6438,0.830294,0.598334,50.9573,3.74E-11,112.667,9.51942,20.2586,33.9404,24.1362,22.2983,8.09973
1833,0,40.4099,1.10E-10,-132.589,42.8427,-15.4926,0.115389,-247.823,45.0425,254.048,-20.6106,0.818688,0.593285,50.9555,3.73E-11,112.67,9.46716,20.2474,33.9167,24.0326,22.2669,8.19002
1834,0,40.4263,1.09E-10,-132.564,42.6846,-15.4945,0.183703,-247.76,44.8967,254.03,-20.5816,0.801569,0.591681,50.9542,3.73E-11,112.666,9.41405,20.2396,33.8953,23.9229,22.2383,8.28845
1835,0,40.4301,1.09E-10,-132.554,42.536,-15.4895,0.251914,-247.71,44.7578,254.023,-20.5554,0.779084,0.593885,50.9539,3.74E-11,112.655,9.36035,20.2354,33.8774,23.8075,22.2128,8.396
1836,0,40.4208,1.09E-10,-132.562,42.3974,-15.4782,0.319262,-247.673,44.6264,254.026,-20.5306,0.752283,0.599579,50.9546,3.74E-11,112.637,9.30652,20.2349,33.8642,23.6874,22.1906,8.51259
1837,0,40.3995,1.10E-10,-132.584,42.2683,-15.4616,0.384827,-247.645,44.5023,254.038,-20.5059,0.72303,0.608308,50.9565,3.76E-11,112.615,9.25313,20.2378,33.856,23.5642,22.1718,8.63694
1838,0,40.3687,1.10E-10,-132.619,42.1477,-15.441,0.447473,-247.627,44.385,254.055,-20.4813,0.693698,0.61919,50.9591,3.77E-11,112.592,9.20097,20.2436,33.8525,23.4402,22.1564,8.76633
1839,0,40.3315,1.10E-10,-132.661,42.0342,-15.4182,0.505884,-247.614,44.2736,254.074,-20.4568,0.667151,0.631058,50.9624,3.78E-11,112.572,9.15082,20.2518,33.8526,23.3179,22.1439,8.89714
1840,0,40.2918,1.11E-10,-132.706,41.9258,-15.3947,0.558564,-247.604,44.1667,254.091,-20.4338,0.646043,0.642762,50.9661,3.78E-11,112.558,9.10347,20.2616,33.855,23.2,22.134,9.02506
1841,0,40.2535,1.11E-10,-132.748,41.8208,-15.3724,0.603983,-247.593,44.0633,254.101,-20.4133,0.633034,0.653163,50.97,3.79E-11,112.552,9.05956,20.272,33.8576,23.0892,22.1262,9.14547
1842,0,40.22,1.12E-10,-132.782,41.7173,-15.3527,0.640721,-247.58,43.962,254.1,-20.3967,0.630026,0.661308,50.9744,3.79E-11,112.557,9.01949,20.2821,33.8581,22.9873,22.1197,9.25424
1843,0,40.1943,1.12E-10,-132.803,41.614,-15.3367,0.667724,-247.561,43.8619,254.086,-20.3852,0.637923,0.666554,50.9796,3.78E-11,112.573,8.98339,20.2909,33.8544,22.8957,22.1137,9.34792
1844,0,40.1778,1.12E-10,-132.809,41.5097,-15.3249,0.684721,-247.536,43.7622,254.058,-20.3797,0.656297,0.668703,50.9857,3.78E-11,112.598,8.95124,20.2978,33.8449,22.8152,22.1075,9.42414
1845,0,40.1711,1.12E-10,-132.8,41.404,-15.317,0.692478,-247.504,43.6623,254.015,-20.3796,0.684011,0.667717,50.9928,3.77E-11,112.631,8.92272,20.302,33.8287,22.7459,22.1002,9.48202
1846,0,40.1735,1.12E-10,-132.775,41.2967,-15.3124,0.692811,-247.468,43.5619,253.96,-20.3846,0.718079,0.664066,51.001,3.76E-11,112.666,8.89736,20.303,33.8056,22.6872,22.0913,9.52217
1847,0,40.1833,1.11E-10,-132.739,41.1882,-15.3095,0.688666,-247.428,43.4608,253.899,-20.3934,0.755252,0.658463,51.0099,3.75E-11,112.7,8.87452,20.3006,33.7765,22.6379,22.0804,9.54668
1848,0,40.1979,1.11E-10,-132.696,41.0789,-15.3067,0.683664,-247.387,43.3591,253.835,-20.4044,0.791711,0.651699,51.019,3.74E-11,112.729,8.85351,20.2947,33.7429,22.5965,22.0669,9.55875
1849,0,40.2143,1.11E-10,-132.652,40.9697,-15.3019,0.681717,-247.349,43.2569,253.777,-20.4162,0.823999,0.644571,51.0276,3.74E-11,112.748,8.83347,20.2854,33.7068,22.5609,22.0508,9.56255
1850,0,40.2297,1.11E-10,-132.611,40.8613,-15.2934,0.686365,-247.317,43.1544,253.729,-20.4275,0.849134,0.637908,51.0347,3.74E-11,112.756,8.81366,20.273,33.6703,22.5292,22.0318,9.56229
1851,0,40.2414,1.10E-10,-132.578,40.7543,-15.2799,0.70018,-247.292,43.0517,253.697,-20.4375,0.865405,0.632255,51.0396,3.74E-11,112.752,8.79307,20.2578,33.6352,22.4988,22.01,9.5625
1852,0,40.2476,1.10E-10,-132.555,40.6494,-15.2606,0.724364,-247.275,42.9493,253.681,-20.4463,0.872049,0.627912,51.0416,3.75E-11,112.74,8.77095,20.2401,33.6027,22.4675,21.9854,9.5667
1853,0,40.2471,1.10E-10,-132.542,40.5468,-15.2357,0.758448,-247.268,42.8473,253.683,-20.4538,0.869795,0.62491,51.0401,3.75E-11,112.723,8.74639,20.2203,33.5732,22.4327,21.958,9.57796
