,,New Patient:LElbAnglesXZY,,,New Patient:LShoAnglesXZY,,,New Patient:LShoAnglesYZY,,,New Patient:LWristAnglesXZY,,,New Patient:RElbAnglesXZY,,,New Patient:RShoAnglesXZY,,,New Patient:RShoAnglesYZY,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,RSHOX,RSHOY,RSHOZ,X,Y,Z
469,0,29.832,2.91E-10,-153.607,-11.7251,3.03383,29.3015,-75.3826,12.1059,104.996,-23.5158,-0.841457,1.06571,22.4462,-2.73E-10,148.287,-16.1292,7.27503,-11.1916,-65.3197,17.6542,55.1603
470,0,29.8361,2.91E-10,-153.547,-11.7108,3.02466,29.2583,-75.4082,12.0898,104.977,-23.5264,-0.835708,1.0581,22.4443,-2.72E-10,148.262,-16.1033,7.2698,-11.1873,-65.3015,17.6286,55.1439
471,0,29.8441,2.90E-10,-153.497,-11.695,3.01534,29.2107,-75.4328,12.0723,104.952,-23.5215,-0.80881,1.04975,22.4431,-2.72E-10,148.236,-16.0762,7.26557,-11.1786,-65.2786,17.6022,55.1274
472,0,29.8553,2.90E-10,-153.457,-11.6781,3.00588,29.1596,-75.4567,12.0536,104.924,-23.5022,-0.763557,1.0412,22.4422,-2.72E-10,148.212,-16.0481,7.26231,-11.1656,-65.2514,17.5754,55.1109
473,0,29.8692,2.89E-10,-153.427,-11.6604,2.99633,29.1066,-75.4802,12.034,104.893,-23.4703,-0.70383,1.03296,22.4413,-2.72E-10,148.19,-16.0193,7.25992,-11.1487,-65.2205,17.5483,55.0948
474,0,29.8846,2.89E-10,-153.408,-11.6422,2.98671,29.0532,-75.5036,12.0141,104.861,-23.4289,-0.635179,1.02549,22.44,-2.72E-10,148.17,-15.9903,7.25818,-11.1286,-65.1873,17.5212,55.0794
475,0,29.9007,2.89E-10,-153.398,-11.6241,2.97719,29.0012,-75.5267,11.9942,104.831,-23.3814,-0.5635,1.01908,22.4382,-2.72E-10,148.154,-15.9615,7.25686,-11.1062,-65.153,17.4946,55.0655
476,0,29.9166,2.89E-10,-153.394,-11.6066,2.96788,28.9523,-75.5496,11.975,104.804,-23.3312,-0.494455,1.01391,22.4359,-2.71E-10,148.139,-15.9336,7.25567,-11.0822,-65.1194,17.4688,55.054
477,0,29.9315,2.89E-10,-153.396,-11.59,2.95907,28.9081,-75.5712,11.9567,104.78,-23.2813,-0.433085,1.01012,22.4335,-2.71E-10,148.128,-15.9073,7.25437,-11.0571,-65.0881,17.4444,55.0459
478,0,29.9448,2.89E-10,-153.403,-11.5747,2.95111,28.8703,-75.5906,11.94,104.76,-23.2344,-0.382979,1.00762,22.4313,-2.71E-10,148.118,-15.8831,7.25278,-11.0312,-65.0605,17.4218,55.0424
479,0,29.9561,2.89E-10,-153.414,-11.561,2.94441,28.8403,-75.6059,11.9251,104.744,-23.1919,-0.346479,1.00635,22.4295,-2.71E-10,148.109,-15.8616,7.25076,-11.0048,-65.0378,17.4016,55.0445
480,0,29.9653,2.89E-10,-153.429,-11.5489,2.93939,28.8194,-75.6153,11.9122,104.732,-23.1549,-0.324274,1.00618,22.4286,-2.71E-10,148.1,-15.8434,7.24826,-10.9777,-65.0208,17.384,55.053
481,0,29.9722,2.89E-10,-153.449,-11.5384,2.93649,28.8086,-75.6165,11.9013,104.722,-23.1237,-0.316512,1.00695,22.4286,-2.71E-10,148.09,-15.8284,7.24533,-10.9502,-65.0096,17.3692,55.0679
482,0,29.9772,2.89E-10,-153.474,-11.5294,2.93607,28.8082,-75.6078,11.8924,104.712,-23.098,-0.32203,1.00849,22.4295,-2.71E-10,148.08,-15.8169,7.24204,-10.9221,-65.0041,17.3574,55.0893
483,0,29.9803,2.90E-10,-153.505,-11.5214,2.9384,28.8184,-75.5874,11.8853,104.702,-23.0774,-0.339013,1.01065,22.4312,-2.71E-10,148.068,-15.8085,7.23856,-10.8938,-65.0034,17.3484,55.116
484,0,29.9819,2.90E-10,-153.543,-11.5142,2.94358,28.8387,-75.5544,11.8795,104.69,-23.0611,-0.365683,1.01326,22.4335,-2.71E-10,148.056,-15.8031,7.23505,-10.8657,-65.0069,17.3421,55.1466
485,0,29.9821,2.90E-10,-153.587,-11.5074,2.95149,28.8682,-75.5091,11.8749,104.675,-23.0482,-0.399548,1.01617,22.4361,-2.71E-10,148.042,-15.8002,7.23169,-10.8386,-65.0133,17.3381,55.1795
486,0,29.9814,2.91E-10,-153.637,-11.501,2.96176,28.905,-75.4531,11.8712,104.656,-23.0381,-0.4387,1.01918,22.4387,-2.71E-10,148.029,-15.7996,7.2286,-10.8133,-65.0219,17.3363,55.213
487,0,29.9798,2.91E-10,-153.69,-11.4948,2.97381,28.947,-75.3889,11.8682,104.635,-23.0299,-0.480397,1.02208,22.4412,-2.71E-10,148.016,-15.8009,7.22589,-10.7905,-65.032,17.3364,55.2455
488,0,29.9778,2.92E-10,-153.745,-11.489,2.98692,28.9919,-75.3201,11.8658,104.613,-23.0231,-0.523037,1.02471,22.4433,-2.70E-10,148.003,-15.8038,7.22358,-10.7709,-65.043,17.3381,55.276
489,0,29.9755,2.92E-10,-153.799,-11.4838,3.00029,29.037,-75.2509,11.8642,104.59,-23.0171,-0.564429,1.02683,22.445,-2.70E-10,147.993,-15.8083,7.22168,-10.7548,-65.0548,17.3413,55.304
490,0,29.9729,2.92E-10,-153.85,-11.4795,3.0131,29.0801,-75.1854,11.8633,104.568,-23.0117,-0.603127,1.02831,22.4462,-2.70E-10,147.983,-15.8142,7.22014,-10.7421,-65.0675,17.3461,55.3295
491,0,29.9703,2.93E-10,-153.896,-11.4766,3.02477,29.1193,-75.1268,11.8633,104.55,-23.0065,-0.637923,1.02909,22.4469,-2.70E-10,147.974,-15.8215,7.21889,-10.7322,-65.0813,17.3522,55.3534
492,0,29.9676,2.93E-10,-153.935,-11.475,3.03492,29.1536,-75.0772,11.8644,104.536,-23.0015,-0.667877,1.02917,22.4469,-2.70E-10,147.967,-15.8304,7.21784,-10.7246,-65.0964,17.3598,55.3767
493,0,29.9646,2.93E-10,-153.969,-11.475,3.04343,29.1826,-75.0371,11.8665,104.526,-22.9966,-0.69272,1.02861,22.446,-2.70E-10,147.959,-15.8406,7.21692,-10.718,-65.113,17.3687,55.4003
494,0,29.9612,2.93E-10,-153.995,-11.4762,3.05046,29.2067,-75.0055,11.8695,104.519,-22.9919,-0.712325,1.02762,22.4441,-2.70E-10,147.952,-15.8521,7.21607,-10.7117,-65.1311,17.3789,55.4254
495,0,29.9572,2.94E-10,-154.017,-11.4785,3.05638,29.2269,-74.9805,11.8731,104.515,-22.9877,-0.726826,1.02641,22.4409,-2.70E-10,147.944,-15.8649,7.21524,-10.7047,-65.1508,17.3901,55.4527
496,0,29.9523,2.94E-10,-154.035,-11.4811,3.06168,29.2444,-74.9588,11.877,104.511,-22.9844,-0.736677,1.02528,22.4363,-2.70E-10,147.937,-15.8786,7.21441,-10.6965,-65.1717,17.4022,55.4826
497,0,29.9463,2.94E-10,-154.05,-11.4835,3.06682,29.2602,-74.9377,11.8807,104.506,-22.9824,-0.742473,1.02448,22.4303,-2.70E-10,147.931,-15.8929,7.21359,-10.6869,-65.1934,17.4149,55.5147
498,0,29.9392,2.94E-10,-154.063,-11.4852,3.07223,29.2754,-74.9144,11.8837,104.499,-22.9824,-0.744867,1.02422,22.4227,-2.70E-10,147.926,-15.9076,7.21282,-10.6759,-65.2153,17.4279,55.5484
499,0,29.9308,2.94E-10,-154.075,-11.4858,3.07817,29.2905,-74.8871,11.8858,104.487,-22.9851,-0.744449,1.02468,22.4137,-2.70E-10,147.923,-15.9223,7.21214,-10.6641,-65.237,17.4409,55.5828
500,0,29.9213,2.94E-10,-154.086,-11.4849,3.08473,29.3056,-74.8552,11.8865,104.471,-22.991,-0.741806,1.02592,22.4036,-2.70E-10,147.923,-15.9367,7.21162,-10.6521,-65.2579,17.4539,55.6166
501,0,29.9109,2.94E-10,-154.095,-11.4824,3.09182,29.3205,-74.8188,11.886,104.45,-23.0009,-0.737725,1.02789,22.3925,-2.70E-10,147.926,-15.9508,7.21127,-10.6407,-65.2776,17.4665,55.6485
502,0,29.8997,2.94E-10,-154.101,-11.4785,3.09924,29.3345,-74.7792,11.8841,104.425,-23.0154,-0.732751,1.03048,22.3809,-2.70E-10,147.932,-15.9643,7.21109,-10.631,-65.2961,17.4787,55.6776
503,0,29.8879,2.95E-10,-154.103,-11.4736,3.1066,29.347,-74.7385,11.8813,104.398,-23.0349,-0.727342,1.03346,22.3693,-2.70E-10,147.942,-15.9773,7.21103,-10.6237,-65.3135,17.4905,55.7031
504,0,29.8758,2.95E-10,-154.099,-11.468,3.11354,29.3573,-74.699,11.8777,104.369,-23.0595,-0.722174,1.03651,22.358,-2.70E-10,147.956,-15.9898,7.21098,-10.6195,-65.3302,17.5018,55.7248
505,0,29.8636,2.95E-10,-154.089,-11.4623,3.11964,29.3646,-74.6632,11.8737,104.341,-23.0893,-0.717377,1.03926,22.3476,-2.70E-10,147.972,-16.0018,7.21077,-10.6189,-65.3468,17.5127,55.7428
506,0,29.8516,2.94E-10,-154.071,-11.4569,3.12455,29.3687,-74.6333,11.8698,104.316,-23.1239,-0.713235,1.04134,22.3383,-2.71E-10,147.989,-16.0135,7.2102,-10.6217,-65.3639,17.523,55.7577
507,0,29.84,2.94E-10,-154.045,-11.4522,3.12793,29.3694,-74.6116,11.8662,104.295,-23.1622,-0.709519,1.04234,22.3304,-2.71E-10,148.006,-16.0247,7.20906,-10.6279,-65.3822,17.5328,55.7704
508,0,29.8291,2.94E-10,-154.012,-11.4487,3.12958,29.3667,-74.5993,11.8632,104.28,-23.2032,-0.706125,1.04198,22.3241,-2.71E-10,148.023,-16.0354,7.20718,-10.6366,-65.4021,17.5418,55.782
509,0,29.8192,2.94E-10,-153.972,-11.4463,3.12933,29.361,-74.5975,11.8609,104.272,-23.2454,-0.702437,1.04004,22.3195,-2.71E-10,148.037,-16.0455,7.20446,-10.6469,-65.4236,17.5499,55.7934
510,0,29.8104,2.94E-10,-153.927,-11.4453,3.1271,29.3524,-74.6067,11.8593,104.273,-23.2869,-0.697839,1.03653,22.3163,-2.71E-10,148.048,-16.0547,7.20087,-10.6577,-65.4466,17.5568,55.8057
511,0,29.8031,2.93E-10,-153.88,-11.4455,3.12296,29.3418,-74.6264,11.8585,104.281,-23.3257,-0.691617,1.03159,22.3145,-2.71E-10,148.055,-16.0627,7.19649,-10.6678,-65.4704,17.5623,55.8194
512,0,29.7974,2.93E-10,-153.831,-11.4469,3.11695,29.3296,-74.6565,11.8582,104.298,-23.36,-0.683175,1.02555,22.3135,-2.71E-10,148.058,-16.0692,7.19147,-10.6758,-65.4942,17.5662,55.8348
513,0,29.7932,2.92E-10,-153.784,-11.4492,3.10924,29.3163,-74.6955,11.8585,104.324,-23.3882,-0.672329,1.01893,22.3131,-2.71E-10,148.056,-16.0739,7.18606,-10.6809,-65.5168,17.5684,55.8519
514,0,29.7909,2.92E-10,-153.74,-11.4522,3.10002,29.3025,-74.7427,11.859,104.356,-23.4089,-0.658636,1.01226,22.3128,-2.71E-10,148.052,-16.0766,7.18051,-10.6824,-65.5371,17.5686,55.8701
515,0,29.7903,2.92E-10,-153.702,-11.4558,3.08943,29.2883,-74.7969,11.8597,104.395,-23.4214,-0.642269,1.00614,22.3125,-2.71E-10,148.045,-16.077,7.1751,-10.68,-65.5541,17.5668,55.8888
516,0,29.7914,2.92E-10,-153.671,-11.4597,3.07773,29.2738,-74.8568,11.8605,104.439,-23.4254,-0.623503,1.00103,22.3119,-2.71E-10,148.038,-16.0752,7.17005,-10.6738,-65.5671,17.5631,55.9071
517,0,29.7944,2.91E-10,-153.646,-11.4641,3.06515,29.2589,-74.9215,11.8615,104.488,-23.4213,-0.602715,0.997235,22.3111,-2.71E-10,148.03,-16.0712,7.16558,-10.6642,-65.5756,17.5578,55.9242
518,0,29.799,2.91E-10,-153.628,-11.4688,3.0519,29.2436,-74.9896,11.8627,104.54,-23.4102,-0.580626,0.994938,22.3103,-2.71E-10,148.023,-16.0654,7.16183,-10.652,-65.5793,17.5509,55.9394
519,0,29.8053,2.91E-10,-153.616,-11.474,3.03824,29.2274,-75.0603,11.8642,104.593,-23.3934,-0.557656,0.994099,22.3099,-2.71E-10,148.018,-16.058,7.15891,-10.6377,-65.5786,17.5431,55.952
520,0,29.813,2.91E-10,-153.609,-11.4797,3.02446,29.2101,-75.1321,11.8662,104.646,-23.3725,-0.533969,0.994502,22.3104,-2.71E-10,148.014,-16.0496,7.15687,-10.6221,-65.5737,17.5346,55.9619
521,0,29.8222,2.91E-10,-153.604,-11.4859,3.01081,29.1915,-75.2039,11.8688,104.698,-23.3493,-0.510345,0.995841,22.3124,-2.71E-10,148.013,-16.0406,7.15578,-10.6059,-65.5653,17.5259,55.969
522,0,29.8324,2.91E-10,-153.602,-11.4924,2.9976,29.1717,-75.274,11.8718,104.747,-23.3255,-0.486888,0.997809,22.3165,-2.71E-10,148.013,-16.0314,7.15565,-10.5893,-65.5537,17.5176,55.9733
523,0,29.8433,2.91E-10,-153.599,-11.4992,2.98514,29.1506,-75.3409,11.8753,104.792,-23.3026,-0.463785,1.00004,22.3231,-2.71E-10,148.014,-16.0225,7.15652,-10.5729,-65.5393,17.5098,55.9749
524,0,29.8545,2.91E-10,-153.595,-11.506,2.97369,29.1286,-75.4029,11.879,104.831,-23.2816,-0.441075,1.00224,22.3327,-2.71E-10,148.015,-16.014,7.15835,-10.557,-65.5226,17.5028,55.9738
525,0,29.8656,2.91E-10,-153.59,-11.5125,2.96346,29.1057,-75.4588,11.8828,104.863,-23.2632,-0.418873,1.00415,22.3454,-2.71E-10,148.017,-16.0062,7.16112,-10.5417,-65.5038,17.4968,55.9702
526,0,29.8764,2.91E-10,-153.582,-11.5183,2.95466,29.0824,-75.5072,11.8863,104.888,-23.2477,-0.39722,1.00562,22.3614,-2.71E-10,148.017,-15.999,7.16472,-10.5277,-65.4834,17.4917,55.9638
527,0,29.8864,2.91E-10,-153.571,-11.5234,2.94742,29.059,-75.5473,11.8894,104.904,-23.235,-0.3762,1.0065,22.3803,-2.71E-10,148.017,-15.9923,7.16897,-10.5154,-65.4617,17.4873,55.9546
528,0,29.8954,2.90E-10,-153.558,-11.5273,2.94185,29.0359,-75.5781,11.8919,104.911,-23.225,-0.355715,1.00679,22.4019,-2.71E-10,148.013,-15.9862,7.17367,-10.5053,-65.4392,17.4836,55.9425
529,0,29.9033,2.90E-10,-153.543,-11.5302,2.93798,29.0136,-75.5998,11.8937,104.91,-23.2173,-0.336155,1.00645,22.4257,-2.70E-10,148.007,-15.9804,7.17854,-10.4977,-65.4167,17.4803,55.9279
530,0,29.91,2.90E-10,-153.527,-11.5319,2.9358,28.9924,-75.6121,11.8949,104.901,-23.2114,-0.317483,1.00552,22.4511,-2.70E-10,147.997,-15.975,7.18323,-10.4931,-65.3952,17.4772,55.9114
531,0,29.9157,2.90E-10,-153.51,-11.5326,2.9353,28.9731,-75.6152,11.8954,104.885,-23.2071,-0.300005,1.00408,22.4773,-2.70E-10,147.982,-15.9697,7.18741,-10.4914,-65.3755,17.4741,55.8936
532,0,29.9202,2.90E-10,-153.494,-11.5323,2.93647,28.9564,-75.6093,11.8953,104.862,-23.2039,-0.2838,1.00222,22.5035,-2.70E-10,147.961,-15.9646,7.19073,-10.4925,-65.3586,17.4708,55.8757
533,0,29.9236,2.90E-10,-153.48,-11.5309,2.93922,28.9429,-75.5947,11.8947,104.834,-23.2014,-0.269157,1.00009,22.5288,-2.70E-10,147.934,-15.9595,7.19287,-10.4959,-65.3454,17.467,55.8591
534,0,29.9261,2.90E-10,-153.469,-11.5287,2.94349,28.9333,-75.572,11.8936,104.803,-23.1993,-0.256107,0.997797,22.5522,-2.69E-10,147.9,-15.9545,7.19359,-10.5006,-65.3365,17.4627,55.8452
535,0,29.9278,2.90E-10,-153.463,-11.5255,2.9492,28.9283,-75.5414,11.8919,104.767,-23.1971,-0.244451,0.99545,22.5728,-2.69E-10,147.86,-15.9492,7.19264,-10.5058,-65.3324,17.4576,55.8355
536,0,29.9286,2.90E-10,-153.462,-11.5213,2.9562,28.9282,-75.5035,11.8896,104.73,-23.1944,-0.234369,0.99323,22.5894,-2.69E-10,147.815,-15.9436,7.18993,-10.5103,-65.3333,17.4514,55.8312
537,0,29.9289,2.90E-10,-153.467,-11.5163,2.96427,28.9331,-75.4595,11.8867,104.692,-23.1906,-0.225465,0.991203,22.6015,-2.68E-10,147.766,-15.9376,7.18536,-10.5131,-65.3392,17.4441,55.8332
538,0,29.9288,2.90E-10,-153.478,-11.5104,2.97322,28.9428,-75.4104,11.8832,104.653,-23.1855,-0.217256,0.989464,22.6084,-2.68E-10,147.715,-15.9308,7.17893,-10.5134,-65.3499,17.4354,55.8423
539,0,29.9285,2.90E-10,-153.495,-11.5037,2.98278,28.9567,-75.3574,11.8791,104.615,-23.1789,-0.209582,0.988089,22.6098,-2.67E-10,147.664,-15.9233,7.17071,-10.5106,-65.365,17.4252,55.8586
540,0,29.9281,2.90E-10,-153.518,-11.4963,2.99271,28.9739,-75.3017,11.8744,104.577,-23.1707,-0.201796,0.987083,22.6059,-2.67E-10,147.615,-15.915,7.16087,-10.5045,-65.3841,17.4137,55.8819
541,0,29.9279,2.90E-10,-153.544,-11.4883,3.00272,28.9933,-75.2449,11.8691,104.54,-23.161,-0.193632,0.986479,22.5972,-2.67E-10,147.569,-15.906,7.14965,-10.4953,-65.4065,17.401,55.9113
542,0,29.9279,2.90E-10,-153.573,-11.4797,3.0126,29.0137,-75.188,11.8633,104.505,-23.1502,-0.184835,0.986269,22.5846,-2.67E-10,147.528,-15.8964,7.13742,-10.4833,-65.4313,17.3875,55.9458
543,0,29.9283,2.91E-10,-153.602,-11.4707,3.02216,29.0337,-75.132,11.857,104.469,-23.1389,-0.175411,0.986411,22.5693,-2.66E-10,147.493,-15.8866,7.12461,-10.4693,-65.4575,17.3734,55.9836
544,0,29.9291,2.91E-10,-153.632,-11.4612,3.03131,29.0523,-75.0772,11.8501,104.434,-23.1277,-0.165498,0.986938,22.5526,-2.66E-10,147.464,-15.8767,7.11171,-10.454,-65.4841,17.3593,56.023
545,0,29.9301,2.91E-10,-153.66,-11.4513,3.03994,29.0684,-75.0243,11.8427,104.398,-23.1172,-0.154858,0.98781,22.5358,-2.66E-10,147.44,-15.8672,7.09924,-10.4382,-65.5098,17.3456,56.0622
546,0,29.9312,2.91E-10,-153.685,-11.4408,3.04807,29.0815,-74.9731,11.8347,104.36,-23.108,-0.143991,0.988996,22.5199,-2.66E-10,147.423,-15.8583,7.08766,-10.4224,-65.5335,17.3329,56.0995
547,0,29.9323,2.91E-10,-153.707,-11.4299,3.05576,29.0913,-74.9233,11.8261,104.32,-23.1007,-0.133098,0.990474,22.5058,-2.66E-10,147.412,-15.8501,7.0774,-10.4072,-65.5544,17.3214,56.1336
548,0,29.9331,2.92E-10,-153.725,-11.4185,3.0631,29.0982,-74.8745,11.817,104.279,-23.0957,-0.122164,0.992221,22.4939,-2.66E-10,147.406,-15.843,7.06872,-10.3928,-65.5717,17.3114,56.1636
549,0,29.9334,2.92E-10,-153.738,-11.4069,3.07024,29.1025,-74.8262,11.8075,104.235,-23.0931,-0.111604,0.994181,22.4841,-2.66E-10,147.405,-15.837,7.0618,-10.3794,-65.585,17.3032,56.189
550,0,29.9331,2.92E-10,-153.748,-11.395,3.07738,29.1054,-74.7776,11.7979,104.19,-23.0929,-0.10148,0.996295,22.4764,-2.66E-10,147.408,-15.832,7.05665,-10.3671,-65.5943,17.2967,56.2097
551,0,29.9319,2.92E-10,-153.756,-11.3833,3.08472,29.1079,-74.7281,11.7885,104.144,-23.0947,-0.0919495,0.998524,22.47,-2.66E-10,147.414,-15.8282,7.0532,-10.3558,-65.5999,17.2918,56.2259
552,0,29.9298,2.92E-10,-153.761,-11.3719,3.09252,29.1112,-74.6768,11.7796,104.096,-23.0985,-0.0833042,1.00082,22.4645,-2.66E-10,147.423,-15.8254,7.05128,-10.3455,-65.6021,17.2885,56.2379
553,0,29.9268,2.92E-10,-153.766,-11.3612,3.10097,29.1166,-74.6232,11.7714,104.048,-23.1033,-0.075865,1.00314,22.4592,-2.66E-10,147.434,-15.8236,7.05068,-10.3362,-65.6015,17.2866,56.2464
554,0,29.9228,2.92E-10,-153.772,-11.3513,3.11027,29.1251,-74.5665,11.7643,104.001,-23.1088,-0.0696031,1.00548,22.4537,-2.66E-10,147.445,-15.8225,7.05117,-10.3279,-65.5986,17.2858,56.2517
555,0,29.918,2.92E-10,-153.779,-11.3424,3.12047,29.1372,-74.5069,11.7584,103.954,-23.1143,-0.0651897,1.00783,22.4477,-2.66E-10,147.458,-15.8221,7.05252,-10.3208,-65.5939,17.286,56.2543
556,0,29.9126,2.92E-10,-153.788,-11.3347,3.13149,29.153,-74.4448,11.7538,103.909,-23.1195,-0.0626411,1.01017,22.4412,-2.66E-10,147.47,-15.8221,7.05447,-10.3149,-65.5879,17.2868,56.2545
557,0,29.9069,2.92E-10,-153.8,-11.3283,3.14303,29.172,-74.382,11.7508,103.866,-23.1237,-0.0621485,1.01255,22.4343,-2.67E-10,147.481,-15.8226,7.05678,-10.3103,-65.5814,17.2881,56.2529
558,0,29.9011,2.92E-10,-153.814,-11.3234,3.1546,29.1933,-74.3208,11.7491,103.827,-23.1267,-0.0635762,1.0149,22.4273,-2.67E-10,147.492,-15.8232,7.05916,-10.307,-65.5749,17.2896,56.2501
559,0,29.8957,2.92E-10,-153.829,-11.3201,3.16556,29.2154,-74.2645,11.7488,103.794,-23.1282,-0.0667968,1.01725,22.4204,-2.67E-10,147.501,-15.824,7.06132,-10.3051,-65.5692,17.2912,56.2467
560,0,29.891,2.93E-10,-153.843,-11.3183,3.17507,29.2366,-74.2172,11.7496,103.769,-23.1276,-0.0710873,1.01951,22.4139,-2.67E-10,147.509,-15.8247,7.06296,-10.3044,-65.5651,17.2925,56.2435
561,0,29.8875,2.93E-10,-153.857,-11.3183,3.18228,29.2549,-74.1831,11.7516,103.753,-23.1249,-0.0760061,1.02162,22.408,-2.67E-10,147.516,-15.8253,7.06381,-10.3049,-65.5633,17.2934,56.2414
562,0,29.8853,2.93E-10,-153.867,-11.3201,3.18643,29.269,-74.1658,11.7544,103.751,-23.1196,-0.0808185,1.02348,22.4028,-2.67E-10,147.522,-15.8258,7.06364,-10.3061,-65.5645,17.2938,56.2414
563,0,29.8847,2.93E-10,-153.873,-11.3237,3.18695,29.2773,-74.168,11.758,103.761,-23.1118,-0.0849104,1.02498,22.3982,-2.67E-10,147.527,-15.8261,7.06238,-10.3076,-65.5688,17.2935,56.2441
564,0,29.8859,2.93E-10,-153.873,-11.3291,3.18348,29.2792,-74.1915,11.7623,103.787,-23.1013,-0.0877327,1.02602,22.3939,-2.67E-10,147.53,-15.8263,7.06002,-10.309,-65.5764,17.2928,56.2499
565,0,29.8886,2.93E-10,-153.867,-11.3363,3.17603,29.2745,-74.2361,11.7672,103.826,-23.0886,-0.0892905,1.02654,22.3899,-2.67E-10,147.533,-15.8265,7.05677,-10.3096,-65.5867,17.2917,56.2591
566,0,29.8928,2.93E-10,-153.855,-11.345,3.16497,29.2636,-74.2998,11.7727,103.878,-23.0743,-0.0894972,1.02654,22.3858,-2.67E-10,147.536,-15.8267,7.0529,-10.3091,-65.5989,17.2904,56.2713
567,0,29.8982,2.92E-10,-153.837,-11.3551,3.15094,29.2475,-74.3791,11.7786,103.94,-23.0589,-0.0887179,1.02602,22.3817,-2.67E-10,147.538,-15.8271,7.04879,-10.3073,-65.6121,17.2891,56.2859
568,0,29.9042,2.92E-10,-153.815,-11.3661,3.13481,29.2274,-74.4695,11.785,104.009,-23.0434,-0.0874799,1.0251,22.3775,-2.67E-10,147.542,-15.8277,7.04483,-10.3041,-65.6251,17.288,56.3016
569,0,29.9105,2.92E-10,-153.788,-11.3775,3.11759,29.2049,-74.5654,11.7915,104.081,-23.0285,-0.0863463,1.02386,22.3731,-2.67E-10,147.547,-15.8285,7.04137,-10.2999,-65.6368,17.2874,56.317
570,0,29.9167,2.92E-10,-153.76,-11.3888,3.10031,29.1814,-74.6614,11.7979,104.152,-23.015,-0.0859981,1.02249,22.3688,-2.67E-10,147.554,-15.8293,7.03868,-10.2955,-65.6462,17.287,56.3305
571,0,29.9222,2.92E-10,-153.731,-11.3995,3.08388,29.1584,-74.7525,11.8039,104.219,-23.0035,-0.0869133,1.02112,22.3645,-2.67E-10,147.565,-15.83,7.03691,-10.2916,-65.6526,17.287,56.3405
572,0,29.927,2.91E-10,-153.702,-11.409,3.06907,29.1367,-74.8344,11.8093,104.278,-22.994,-0.0890701,1.01981,22.3604,-2.67E-10,147.58,-15.8303,7.03605,-10.2893,-65.6557,17.2869,56.3459
573,0,29.9307,2.91E-10,-153.676,-11.4169,3.05635,29.1171,-74.9042,11.8136,104.327,-22.9868,-0.0928109,1.01866,22.3565,-2.68E-10,147.598,-15.83,7.036,-10.289,-65.6554,17.2866,56.3458
574,0,29.9333,2.91E-10,-153.652,-11.4227,3.04601,29.0998,-74.9604,11.8166,104.365,-22.9816,-0.097706,1.01769,22.3528,-2.68E-10,147.619,-15.8286,7.03653,-10.2914,-65.6519,17.2855,56.3399
575,0,29.9347,2.91E-10,-153.631,-11.4264,3.03801,29.0847,-75.0027,11.8182,104.391,-22.9783,-0.103265,1.0169,22.3492,-2.68E-10,147.641,-15.826,7.03739,-10.2961,-65.6457,17.2835,56.329
576,0,29.935,2.91E-10,-153.614,-11.4279,3.03213,29.0712,-75.0324,11.8181,104.407,-22.9766,-0.109082,1.01621,22.3456,-2.68E-10,147.662,-15.8219,7.03828,-10.3027,-65.6376,17.2801,56.3141
577,0,29.9343,2.91E-10,-153.598,-11.4273,3.02794,29.0587,-75.0515,11.8165,104.413,-22.9764,-0.114504,1.01561,22.3421,-2.68E-10,147.68,-15.8163,7.03892,-10.3102,-65.6283,17.2753,56.2971
578,0,29.9329,2.90E-10,-153.585,-11.4249,3.02493,29.0466,-75.0627,11.8134,104.412,-22.9776,-0.119019,1.015,22.3386,-2.68E-10,147.693,-15.8095,7.03904,-10.3174,-65.6187,17.2691,56.2799
579,0,29.9308,2.90E-10,-153.573,-11.4209,3.02255,29.0342,-75.0691,11.809,104.406,-22.9802,-0.122298,1.01435,22.3352,-2.68E-10,147.699,-15.8015,7.03843,-10.323,-65.61,17.2616,56.2649
580,0,29.9282,2.90E-10,-153.562,-11.4158,3.02025,29.0211,-75.0736,11.8035,104.397,-22.9843,-0.124465,1.01363,22.332,-2.68E-10,147.697,-15.7928,7.0369,-10.3263,-65.6032,17.253,56.2541
581,0,29.9252,2.90E-10,-153.55,-11.4098,3.01761,29.007,-75.0787,11.797,104.387,-22.9901,-0.125464,1.01282,22.3293,-2.68E-10,147.688,-15.7837,7.0343,-10.3267,-65.5991,17.2437,56.2487
582,0,29.922,2.90E-10,-153.539,-11.4032,3.01437,28.9921,-75.0859,11.7898,104.379,-22.9976,-0.125857,1.01189,22.3274,-2.68E-10,147.674,-15.7746,7.03053,-10.3242,-65.5988,17.234,56.2497
583,0,29.9186,2.90E-10,-153.529,-11.3963,3.01046,28.9766,-75.0959,11.7822,104.373,-23.0068,-0.126015,1.01083,22.3265,-2.68E-10,147.657,-15.766,7.02555,-10.3195,-65.6027,17.2242,56.2571
584,0,29.9154,2.90E-10,-153.519,-11.3893,3.00602,28.9612,-75.1083,11.7743,104.369,-23.0177,-0.126721,1.00964,22.3268,-2.68E-10,147.641,-15.7581,7.01939,-10.3136,-65.6112,17.2145,56.2702
